,Country,City,Title,Text
24,アメリカ,ホノルル,医療保険と医療費について質問です。 病状などによって様...,医療保険と医療費について質問です。 病状などによって様々だとは思いますが、SLEの方でどれくらい医療費（診察料、薬代など）がかかるのか また、おすすめの医療保険など教えていただけたら嬉しいです。 どれくらいの頻度で通院されていますか？ 日本では特定難病として医療費の補助などがあるのですが、アメリカにもそういった制度はあるのでしょうか？
25,アメリカ,シカゴ,帰国に必要な検査証明日本のフォーマット,帰国前のPCR検査証明書　日本のフォーマットを記入してくれる所探しています
26,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,マジックショー、変面ショーをする場所を探しております。,初めまして、マジシャンのSho Kittaです。この度、10月4日〜11月1日の間、日本からニューヨークに訪問する予定です。つきまして、各地域でパフォーマンスを募集またはイベントがあれば参加したいと考えております。今回、持ち込みするのは中国伝統芸能でもある「変面」です。その他、テーブルマジックやパーティーマジックも披露できます。どこかお探しのところはありますでしょうか？気になる方は、youtubeから私の動画をご覧になれますので、「Sho Kitta」で検索していただければと思います。ご連絡お待ちしております。Sho Kitta
27,アメリカ,フィラデルフィア,日本人コミュニティ,先日フィラデルフィアにPennの研究員として引っ越してきたものです。 日本人の友人も欲しいと思い、日本人コミュニティを探しています。JAGPのFacebookページを確認したところ、コロナの影響で活動が滞っている印象を受けました。実際はどうなのでしょうか。Penn内の日本人ネットワークもご存知の方がいましたら教えてください。 お手数ですが、何卒よろしくお願いいたします。
28,アメリカ,サンディエゴ/サンフランシスコ/ワシントン/ホノルル/ボストン/ノバイ/ニューヨーク/コロンバス,サーベイ,アメリカ在住の日本人のお子さまに英語を教えるボランティア団体、J-To-Aの高橋です(j-to-a.org)。この度、英語を教えるだけでなく、困りごとや悩みを抱えるお子さまに自分たちが何を出来るかを検討したいと考えています。つきましては、皆様のご意見を伺いたく、アンケートにご回答頂けると幸いです。ご協力よろしくお願いします。https://1m9uezoyc5q.typeform.com/to/MD9Qb8hG
29,アメリカ,ラスベガス,9月にOCからラスベガスに引越しします。皆さんどのサイ...,9月にOCからラスベガスに引越しします。皆さんどのサイトから仕事は探されてますか？
30,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,入手、ご協力お願いします。,私、最近ゲームボーイアドバンスソフト時代のゲームにハマっている者です。 北米版(海外版)ゲームボーイアドバンスソフトの「KIEN」というのを知っていますか？持っている人はいませんか？私とても欲しいので、その様な方がおられましたらどうかセカイモンというオークション、通販サイトに出品してください。外箱、取扱説明書有りの完品でお願いいたします。 P.S あと、よろしければこのことを他の掲示板等でも広めて情報集めてもらうと嬉しいです。 自分こういう事あまり詳しくないので。
31,アメリカ,フィラデルフィア,宿泊・観光相談,今月末にフィラデルフィアの学会（6月25日-30日）に日本から参加する予定です。 この期間の一部でもお部屋に空きがある方、泊めていただける方がいらっしゃれば、料金等の情報とともにご連絡いただければ幸いです。食事等をご一緒していただける方からのご連絡も大歓迎です！ 当方、日本の研究所で研究職をしている31歳の男性です。よろしくお願いします。
32,アメリカ,ボストン,宿泊・観光相談,今月末にフィラデルフィアの学会に日本から参加する予定があり、その後6月30日-7月5日の間、休暇でボストンに滞在します。 この期間の一部でもお部屋に空きがある方、泊めていただける方がいらっしゃれば、料金等の情報とともにご連絡いただければ幸いです。観光や食事等をご一緒していただける方からのご連絡も大歓迎です！ 当方、日本の研究所で研究職をしている31歳の男性です。よろしくお願いします。
33,アメリカ,ニューヨーク,文鳥を探しています。Missing bird,"５月２７日夕方５時’４５分ごろ　West 126th Street & Lenox Aveで文鳥がいなくなり、探しています。黒い頭と尻尾、グレイの背中に赤いくちばしのスズメと同じ大きさの小鳥です。右足に緑のリングを着けています。情報をお待ちしています。Please help to find a bird named Lucky. He is a black and white Java Sparrow with a red beak and has a green anklet on his right foot. On Friday, May 27, 2022, he..."
34,アメリカ,アトランタ/アトランタ ジョージア 近郊,日本人の刺青師　タトウ　アーテイスト探しています。,簡単なシンプルな名前だけの刺青を入れたいのですが、丁寧にイメージ通りにしていただける日本人の刺青師に入れてもらいたく探しています。ジョージア州アラバマ州近郊で探しています。情報があれば是非教えていただきたいです。よろしくお願いします。
35,アメリカ,アトランタ,留学に行く際の保険について,アトランタに10ヶ月留学に行きたいのですが、既往症(鬱)があるため、保険探しに困っています。 日本で一度に出せる薬は90日分、その後の薬をどうするかが問題です。現地の病院で貰うと100%自己負担なので保険に入りたいのですが、継続的な投薬に対応してる保険が見つかりません。 現地で保険に入る事もできるそうですが、探し方すら分からず困っています。何か既往症有りでも入れる保険があれば教えていただきたいです。
36,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル/フロリダ,友人探し,こんにちは。 友人を探しています。急に連絡が途絶えてしまいとても心配です。 どなたか、フロリダのディズニーで働いていた方いませんか？
37,アメリカ,アトランタ,初めまして。 現在は企業に在職中の42歳です。 現職は...,初めまして。 現在は企業に在職中の42歳です。 現職は日本のレストランでマネージャーをしております。ブランドマネージャーであり店長であり、という形態で勤務しております。 年齢も年齢だったりビザの取得も大変困難だというのを承知で、アメリカで昔から働きたい思いがあり、特にアトランタなど南部で働きたいと思っております。 英語のスキルはだいぶ低いのですが、それでも可能かどうか、年齢的に無理かどうか、含めてご教授いただければと思います。 よろしくお願い致します
38,アメリカ,ノバイ,ノバイ周辺の少年野球チーム（トラベルチーム）を教えてください。,ノバイ周辺の少年野球チーム（トラベルチーム）を探しています。WebサイトではNovi HeatMichigan BullsCommerce Cobrasという3つのチームを見つけましたが、以上のチームについての情報、又は他にもチームがありましたら、情報頂けると助かります。よろしくお願いします。
39,アメリカ,サンフランシスコ,ドライバー探し,現在一人旅をしている大学生です。 突然ではありますが、5/23までの間で1日でもドライバーをしていただける方がいらっしゃいましたら是非ご連絡いただきたいです。もちろんお金はお支払いいたします！
40,アメリカ,ロサンゼルス/サンディエゴ/サンフランシスコ/ボストン/ニューヨーク/シアトル,メンタルケアについて,学校の課題でアンケートの調査しています！！ご協力頂けたら有難いです！https://docs.google.com/forms/d/e/1FAIpQLScPLiWSY-vRmkzxs69RmFK2-J-lvjbu3AYwFl6OCnJlXyKq6w/viewform?usp=sf_link
41,アメリカ,ニュージャージー,ニュージャージー郊外の住環境,ニュージャージー州に転勤予定です。勤務地が郊外のエリアになるため、不動産会社からモリスタウン周辺の物件を紹介されています。フォートリー周辺やバーゲンカウンティの情報は沢山見かけるのですが、モリスタウン周辺の内陸部(?)エリアの住環境をご存じの方はいらっしゃいますか？ 当方、妻と4歳の子供がおります。周辺にアジア系スーパーがないので不便かと思いましたが、アジア系の方は少ないエリアなのでしょうか？不動産会社からもらったデータをみると、学区の小学校のレベルは高いようでした。
42,アメリカ,ダラス,結婚式のメイクができる方を探しています。,ダラスで結婚式を挙げる予定です。 日本人に合ったメイクをしてくれるお店はありますか？ 美容院しか見つけられず、困っています。
43,アメリカ,ボストン/NH,NHでおすすめのカイロプラクター,最近、腰が痛くて困っているMayaといいます。いくつかのカイロの先生をNH付近でさがしているのですが、なかなか自分にフィットするいい方が見つかりません。。。もし、おすすめなどがありましたら、お知らせいただけるととても助かります。よろしくお願いします。-- 2022-05-04 追記 --waltham803@yahoo.co.jpまでお知らせ願います。
44,アメリカ,ワシントン/ニューヨーク,犬の散歩中のマナーについて,アメリカって犬の散歩中に犬が街灯の支柱などにおしっこをした場合、日本のように水をかける必要がありますか？また、大きいほうをした場合、片付けた袋はたとえば公園などの街中に設置しているゴミ箱に捨ててもいいですか？ 変な質問ですみません。 もうすぐ犬を連れて欧州から渡米予定なんですが、欧州では水をかけないでいいし、袋も街中のゴミ箱に捨ててもいいんですが、国が違えばマナーも違いますよね。 色々探しましたがどうしても出てこなかったのでこちらで質問させていただきました。 どうぞよろしくお願いします。
45,アメリカ,ニューヨーク/フィラデルフィア,ファッションショーに興味がありますか？,ファッションショーに興味がありますか？
46,アメリカ,アーバイン/サンノゼ,外国語課程に日本語の選択肢のある公立高校,この夏から高校生になる子どもを連れて家族で移住します。アーバインやサンノゼまたはその周辺に、外国語課程に日本語の選択肢のある公立高校はありますか?　補習校ではなく、アメリカの公立高校です。ご情報よろしくお願いいたします。
47,アメリカ,ラスベガス,PCR検査,日本帰国の際に必要なPCR検査を受けれる場所を探しています。 あまりラスベガスに詳しくないので、検査が出来るクリニックを教えて下さい。 宜しくお願い致します。
48,アメリカ,サンフランシスコ,帰国用陰性証明書,日本帰国のためのPCR検査、皆さんどちらで受けられてますか？
49,アメリカ,フェニックス,セドナ・フェニックスの気候は？,セドナ・フェニックスの気候について教えてください。２人目を妊娠中で出産前に2歳の上の子を連れみんなでセドナとフェニックスの動物園に観光をしたいと思っています。11月中旬が出産予定です。6月から10月の間の気候を教えて頂けませんか？どの月がおすすめですか？ラスベガス在住なのですがほぼ同じような感じなのでしょうか？ 宜しくお願いします。
50,アメリカ,ニューヨーク/フィラデルフィア,ファッションアワード,初めまして。現在、7月にフィラデルフィアで現地の大学と共同開催予定の学生デザイナーを対象にした日本の伝統的な生地をテーマにしたファッションアワードに向けて準備を進めています。応募者を募るために、現地のファッション学生がチェックしているようなコミュニティや掲示板、ウェブサイトをご存知の方がいらっしゃいましたら、是非教えて頂けたらと思っております。また、お友達やお知り合いでファッション学生の方やデザイナーを目指している方がいらっしゃる方も是非、詳細についてご連絡いただけたらと思います。ご連絡お待ちしております。よろしくお願いいたします。宮野
51,アメリカ,アーバイン,ビジネスオーナーのみなさま、ビジネスネットワーキングに...,ビジネスオーナーのみなさま、ビジネスネットワーキングに興味ある方いらっしゃいますか？ 希望がたくさんあれば、開催をしたいなと考えています。
52,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,アメリカで出産・緊急連絡先は誰にしましたか？,アメリカで出産経験のある方にお伺いしたいことがあります。 　 分娩病院予約時の緊急連絡先を2件指定する必要があるのですが、夫とあとひとつをどうすればいいのかわからず困っています。 　 アメリカ国内に親族はいません。 　 ・知人(アメリカ人でも)を緊急連絡先にさせてもらい、何かあったときは大使館/領事館に連絡を入れてもらえるようお願いしておく 　 ・日本人の知人を緊急連絡先にさせてもらい、実家の連絡先を控えておいてもらい、何かあったときは実家に連絡してもらえるようお願いしておく 　 ・大使館/領事館を緊急連絡先にさせてもらう...
53,アメリカ,シカゴ,生活情報誌を探しています。,シカゴで地元の人に配布、読まれている月間フリーマガジンがあれば教えていただきたいです。 日本人のみが対象でない英語で刊行されたものを探しています。
54,アメリカ,アーバイン,アーバインやアリソビエホ周辺で、個人でヘアーカットをさ...,アーバインやアリソビエホ周辺で、個人でヘアーカットをされている方がいらっしゃったら、教えて下さい。
55,アメリカ,日本,K1ビザに関して,今年または来年にK1ビザの申請を予定してます。恥ずかしながら昨年、オービスで捕まり速度超過(事故無し)により赤切符を切られてしました。略式裁判をし、罰金を支払いましたが、前科持ちです。審査に影響するのは承知です。必要な書類等ありますでしょうか。心配です。
56,アメリカ,ボストン,犬とボストンへの引越し,大型犬を連れてボストンに引越し予定です。犬の運動（オフリーシュ可能）でオススメの場所、また、散歩するのにオススメの場所（公園やトレイルなど）や、ドッグフレンドリーでオススメの地域が在れば教えて下さい。犬と生活し易い場所で住む所を探したいと思ってます。また、犬に関してオススメのお店や、動物病院なども情報が有れば嬉しいです。
57,アメリカ,ボストン,ボストンの色、青と黄色の由来について,ボストニアンの皆さまに質問です。 ボストン・マラソンなどのカラーで使われている鮮やかな青と黄色。 なぜ青と黄色なのだろうと気になっています。 ボストン体育協会の色、と書かれたWSJの記事を見つけましたが、ボストン市旗の色でもあるんですよね。 「青は〇〇を意味する」といった、その色に決めた背景が絶対あると思うのです。 他州に住んでいながら、なぜかこのことが引っかかりモヤモヤしています（苦笑） ご存知の方がいらっしゃいましたら、ご教示よろしくお願いいたします。
58,アメリカ,ロサンゼルス/サンフランシスコ/サンノゼ/ホノルル/ニューヨーク,リモートワーク需要ってありますか？,リモートワークのお仕事（業務委託）をサンフランシスコ在住の日本人の方に募集をしたら需要ありますか？ 業務内容は、FAXデータを専用システムに転記していく作業で難易度は低いです。検討段階で、明確ではないので回答しずらいと思うのですが、アドバイスややってもいいという方ご連絡ほしいです！
59,アメリカ,ラスベガス,ベガスで日本食の材料などは仕入れられますか？,ラスベガスにコンドを買い、今はCAとラスベガスを行ったり来たりの慌ただしい日々を過ごしています。 まだベガスの生活では分からない事が多いのですが、日本食は普通に買えますか？ 料理はやはり日本食がメインなのですが、皆さんはどこでお買い物をされているのか教えてください。 自分で見つけたお店はかなり値段が高かったり、お刺身で食べれそうなお魚が見つかりません。 今は月に何度かCAと往復しているので、必要な物はCAで調達しています。...
60,アメリカ,ワシントン/シアトル,バイクの免許,バイクの免許の試験を受ける時に自分のバイクを持っていきますが､免許がないのに試験所まで運転しても大丈夫なんでしょうか? それとも試験場の近くにレンタルできる場所があったりするんですかね? バイクの免許持ってる友達がいないので代わりに試験場まで運転してもらうこともできないです。 何かいい方法があれば教えてください。
61,アメリカ,ロサンゼルス,PCRテストの結果日本に帰れなくて困っています,すみません、困っているので、たすけてください！ロサンゼルス　のクリニックでcertificate travel を書いているところはありますか？夫と子供達がアメリカから戻って来れないのでこまっています。　夫と子供がPCR検査を受けたのが、1月30日で陽性（3人とも）2月9日　は　夫が陰性　子供2人陽性です。　体調も良くて元気なのですが以前感染していた場合はPCRテストがポジティブになることもあるそうです。　クリニックや病院で　certificate travel を書いてもらえるとJAL やANAは受け付けてくれるそうです。どうかどなたかおしえてくださらないでしょうか？...
62,アメリカ,ダラス,安全なエリア,"初めまして。Dalls/FortWorthエリアで住まいを探しております。Royse city, Rockwall, weatherford, spring townの治安をご存知の方教えていただきたいです。また住むのにおすすめしないエリアもありましたら参考にさせていただきたいです。就学児童がおります。よろしくお願いいたします。"
63,アメリカ,アーバイン,アフターケアプログラムについて,今年度（9月より）Irvine学区のStonegateへ入学の息子がいます。 学校が提供するアフターケアプログラムについてご存じの方、ぜひ情報の提供をお願い致します。
64,アメリカ,ボストン,猫の避妊手術について,こんにちは。 ボストン周辺で、2〜3万位の予算で猫の避妊手術をしてくれるところをご存知の方がいらっしゃいましたら教えて頂けますでしょうか？かかりつけの獣医さんには予算10万くらいと言われ、もう少しリーズナブルなところを探しています。よろしくお願いします。
65,アメリカ,ロサンゼルス/サンディエゴ/サンフランシスコ/ラスベガス/ニューヨーク,インターネットでのグリーンカード申請の方法（日本から）,ｄｖ2023　グリンカード永住権の抽選にネットで申し込みしたいのですが、 どのサイトで、いつから応募が可能なのでしょうか？ どなたかご存じでしたらお教え頂ければ幸いです。今年のはじめ「usadiversitylottery.com」というサイトで申し込みをしましたが、のちのネット情報では詐欺であるとの情報を確認しました。パスポート番号や情報を打ち込み、申込金100ドル近く払いましたが、怖くなって再度個人情報をでたらめに打ち込み、ほっぽらかしております。 当方、現在日本に住んでおります。どなたかお知恵を拝借したいです。 よろしくお願い致します。
66,アメリカ,フェニックス,日本入国用陰性証明書,フェニックスで日本入国時に提出する陰性証明を作成してくれるPCRテストをしてくれる医療機関をご存知ありませんか？
67,アメリカ,ニューヨーク,おすすめの誘蛾灯/殺虫灯についてお聞きしたいです,家の中にハエが入ってきて困っています(家の中でわいているわけでは無いと思います)。家の周りの草を刈ってもキリがなく、今のように寒い時期でもいるので、家の外と中に誘蛾灯/殺虫灯のようなものを買おうと思うのですが、たくさんあるので決めかねています。おすすめの商品や、おすすめの会社などありますでしょうか？ご存知の方、お教えいただければ幸いです。どうぞよろしくお願い致します。また、当方こちらに来て1年目なのでよくわからないのですが、ハエはこんなに発生するものなのでしょうか？住んでいるところは緑が多めの田舎です。それもよろしければお答えいただければ幸いです。
68,アメリカ,ロサンゼルス/ワシントン/アトランタ/シカゴ/ボストン/ラスベガス/ニューヨーク/フィラデルフィア/シアトル,会計士さん　探しています,tax returnをやってもらえる会計士さんを探してます。 今年から投資を始めたので、それも含めわかりやすく説明してくださる方にお願いしたいです。 御本人が会計士さん、もしくは良い会計士さんをご存じの方、情報提供を宜しくお願いします。
69,アメリカ,シアトル,MacBookのフィルムを実店舗で確認したい,ラスベガスに移りすんですぐで、MacBookを購入したのですが保護するフィルムがほしいです。 理由は、このサイトの通り→　https://www.kobi-gadgetlife.com/macbook-film-necessity/　割れたらこわいから。 実際に見ることができる店舗ってApple Storeしかないんですかね〜。
70,アメリカ,フェニックス/アーバイン/ロサンゼルス/サンディエゴ/サンフランシスコ/サンノゼ/ワシントン/アトランタ/ホノルル/シカゴ/ボストン/デトロイト/ノバイ/ラスベガス/ニューヨーク/コロンバス/ポートランド/フィラデルフィア/ダラス/ヒューストン/シアトル,ニューヨークでのコロナ状況はどのようなものでしょうか？,ニューヨークでのコロナ状況はどのようなものでしょうか？
71,アメリカ,ニューヨーク,NYブルックリン近くで、和式結婚式を出来るところを探し...,NYブルックリン近くで、和式結婚式を出来るところを探しています。 結婚式ができる場所、和式の結婚式を執り行ってくださる方（三々九度など）をご紹介いただける方、よろしくお願いします。
72,アメリカ,ラスベガス,ラスベガスは日本人差別がありますか？,ラスベガスは日本人(アジア人)に対し、差別はあるのでしょうか？３歳の息子と主人でラスベガスに引っ越すことになりました。サマリンを考えています。お住まいの方、日常生活の中で何か嫌な思いをしたことはありますか？
73,アメリカ,ロサンゼルス,現在の状況での日本ーロスの弾丸日程について,はじめまして、こんにちは。日本より失礼いたします。今月下旬に、ロスに弾丸（３泊４日）で行こうと思っています。いろいろ気になる点がありまして、何かこちらで教えていただければ・・・と思っております。１. アメリカ入国後に隔離が無いと聞いておりますが、アメリカ側で短期滞在がダメとかあるのでしょうか？（ビジネスではありません）現在の状況で、日本からロス、ロスから日本を経験した方にお聞きしたいのですが、２. アメリカ入国後、すぐに日本へ戻るためのPCR検査を受けなくてはならないと思います。...
74,アメリカ,ロサンゼルス,Google Fi は旅行者でも手に入りますか？,アメリカ以外の海外でも使えて便利そうなGoogle FiのSIMカードを探しております。 荷物の受け取りが出来ない宿に泊まっているのでお店で買おうと思ってるのですがなかなか見つけられません。 どこに売ってるかご存知の方いらしたら教えて下さると嬉しいです。
75,アメリカ,ニューヨーク,人探し,とある女の子を探しています。彼女は20歳で、ハムスターと、Zoeという男性とルームシェアをして、ニューヨークにある学校に通っています。イニシャルはM.E 詳しくはここには書けませんが、どうしても彼女の力になりたいし、伝えたい事があります。もし心当たりのある方がいれば、教えて下さい。
